Brand,Model,Year,Engine_Type,Price,Year_norm,Price_norm
Chevrolet,Hyundai,2015.0,Inline 3 cylinder ,120000.0,0.9975247524752475,0.014723926380368098
Chevrolet,Chevrolet Enjoy 1.3 TCDi LS 8,2009.0,Inline 6 cylinder ,300000.0,0.9945544554455445,0.03680981595092025
Chevrolet,Chevrolet Enjoy 1.3 TCDi LS 8,2009.0,V8 cylinder ,300000.0,0.9945544554455445,0.03680981595092025
Chevrolet,Chevrolet Enjoy 1.3 TCDi LS 8,2009.0,Inline 4 cylinder ,300000.0,0.9945544554455445,0.03680981595092025
Chevrolet,Chevrolet Enjoy 1.3 TCDi LS 8,2009.0,V6 cylinder ,300000.0,0.9945544554455445,0.03680981595092025
Chevrolet,Chevrolet Enjoy 1.3 TCDi LS 8,2009.0,Inline 3 cylinder ,300000.0,0.9945544554455445,0.03680981595092025
Chevrolet,Chevrolet Aveo 1.4 LS,2019.0,Inline 6 cylinder ,170000.0,0.9995049504950495,0.020858895705521473
Chevrolet,Chevrolet Aveo 1.4 LS,2019.0,V8 cylinder ,170000.0,0.9995049504950495,0.020858895705521473
Chevrolet,Chevrolet Aveo 1.4 LS,2019.0,Inline 4 cylinder ,170000.0,0.9995049504950495,0.020858895705521473
Chevrolet,Chevrolet Aveo 1.4 LS,2019.0,V6 cylinder ,170000.0,0.9995049504950495,0.020858895705521473
Chevrolet,Chevrolet Aveo 1.4 LS,2019.0,Inline 3 cylinder ,170000.0,0.9995049504950495,0.020858895705521473
Chevrolet,Chevrolet Spark 1.0 LT,2019.0,Inline 6 cylinder ,165000.0,0.9995049504950495,0.020245398773006136
Chevrolet,Chevrolet Spark 1.0 LT,2019.0,V8 cylinder ,165000.0,0.9995049504950495,0.020245398773006136
Chevrolet,Chevrolet Spark 1.0 LT,2019.0,Inline 4 cylinder ,165000.0,0.9995049504950495,0.020245398773006136
Chevrolet,Chevrolet Spark 1.0 LT,2019.0,V6 cylinder ,165000.0,0.9995049504950495,0.020245398773006136
Chevrolet,Chevrolet Spark 1.0 LT,2019.0,Inline 3 cylinder ,165000.0,0.9995049504950495,0.020245398773006136
Chevrolet,Chevrolet Cruze LTZ,2008.0,Inline 6 cylinder ,1000000.0,0.994059405940594,0.12269938650306748
Chevrolet,Chevrolet Cruze LTZ,2008.0,V8 cylinder ,1000000.0,0.994059405940594,0.12269938650306748
Chevrolet,Chevrolet Cruze LTZ,2008.0,Inline 4 cylinder ,1000000.0,0.994059405940594,0.12269938650306748
Chevrolet,Chevrolet Cruze LTZ,2008.0,V6 cylinder ,1000000.0,0.994059405940594,0.12269938650306748
Chevrolet,Chevrolet Cruze LTZ,2008.0,Inline 3 cylinder ,1000000.0,0.994059405940594,0.12269938650306748
Chevrolet,Chevrolet Beat PS,2019.0,Inline 6 cylinder ,300000.0,0.9995049504950495,0.03680981595092025
Chevrolet,Chevrolet Beat PS,2019.0,V8 cylinder ,300000.0,0.9995049504950495,0.03680981595092025
Chevrolet,Chevrolet Beat PS,2019.0,Inline 4 cylinder ,300000.0,0.9995049504950495,0.03680981595092025
Chevrolet,Chevrolet Beat PS,2019.0,V6 cylinder ,300000.0,0.9995049504950495,0.03680981595092025
Chevrolet,Chevrolet Beat PS,2019.0,Inline 3 cylinder ,300000.0,0.9995049504950495,0.03680981595092025
Chevrolet,Chevrolet Spark 1.0 LS,2008.0,Inline 6 cylinder ,130000.0,0.994059405940594,0.015950920245398775
Chevrolet,Chevrolet Spark 1.0 LS,2008.0,V8 cylinder ,130000.0,0.994059405940594,0.015950920245398775
Chevrolet,Chevrolet Spark 1.0 LS,2008.0,Inline 4 cylinder ,130000.0,0.994059405940594,0.015950920245398775
Chevrolet,Chevrolet Spark 1.0 LS,2008.0,V6 cylinder ,130000.0,0.994059405940594,0.015950920245398775
Chevrolet,Chevrolet Spark 1.0 LS,2008.0,Inline 3 cylinder ,130000.0,0.994059405940594,0.015950920245398775
Chevrolet,Chevrolet Beat Diesel LT,2010.0,Inline 6 cylinder ,130000.0,0.995049504950495,0.015950920245398775
Chevrolet,Chevrolet Beat Diesel LT,2010.0,V8 cylinder ,130000.0,0.995049504950495,0.015950920245398775
Chevrolet,Chevrolet Beat Diesel LT,2010.0,Inline 4 cylinder ,130000.0,0.995049504950495,0.015950920245398775
Chevrolet,Chevrolet Beat Diesel LT,2010.0,V6 cylinder ,130000.0,0.995049504950495,0.015950920245398775
Chevrolet,Chevrolet Beat Diesel LT,2010.0,Inline 3 cylinder ,130000.0,0.995049504950495,0.015950920245398775
Chevrolet,Chevrolet Beat Diesel,2007.0,Inline 6 cylinder ,165000.0,0.9935643564356436,0.020245398773006136
Chevrolet,Chevrolet Beat Diesel,2007.0,V8 cylinder ,165000.0,0.9935643564356436,0.020245398773006136
Chevrolet,Chevrolet Beat Diesel,2007.0,Inline 4 cylinder ,165000.0,0.9935643564356436,0.020245398773006136
